task,team,timestamp,rank_video,elapsed_since_task_start_ms,QT,QT_Explanation,category,type,value,additionals
vbse057,vibro3,1668178692000,inf,43157.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Extremely zoomed recording of some written content.  >  ,{}
vbse057,visione3,1668178696934,inf,48091.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed recording of some written content.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro2,1668178697000,15.0,48157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{}
vbse057,visione2,1668178700741,inf,51898.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178700741,inf,51898.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed recording of some written content.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro4,1668178701000,322.0,52157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 03158 at 00:00:57:00 (Frame #1425),{}
vbse057,vibro2,1668178704000,inf,55157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{}
vbse057,cvhunter4,1668178704349,inf,55506.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content. in circle,{}
vbse057,cvhunter4,1668178705236,inf,56393.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content. in circle,{}
vbse057,vibro1,1668178706000,2609.0,57157.0,Text,type == jointEmbedding,TEXT,jointEmbedding,japanese signs zoomed,{}
vbse057,visione1,1668178706660,6866.0,57817.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely round zoomed recording of some written content. in black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter2,1668178707755,inf,58912.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some black written content.,{}
vbse057,vibro2,1668178708000,inf,59157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{}
vbse057,cvhunter1,1668178708201,inf,59358.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: zoomed recording of some written content. Circular camera,{}
vbse057,cvhunter2,1668178708562,inf,59719.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some black written content.,{}
vbse057,cvhunter1,1668178708887,inf,60044.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: zoomed recording of some written content. Circular camera,{}
vbse057,visione1,1668178711406,6866.0,62563.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely round zoomed recording of some written content.in black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro2,1668178713000,5679.0,64157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{}
vbse057,cvhunter2,1668178713570,3847.0,64727.0,Image,category == IMAGE,IMAGE,JointEmbedding,13071:5062 : rows=True,{}
vbse057,visione3,1668178713786,860.0,64943.0,Text,type == jointEmbedding,TEXT,jointEmbedding,a very zoomed black written on white paper,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione4,1668178715673,8052.0,66830.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed recording of some written content ideogram,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione4,1668178715673,8052.0,66830.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione1,1668178715681,8872.0,66838.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely round zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro1,1668178716000,237.0,67157.0,Text,type == jointEmbedding,TEXT,jointEmbedding,japanese signs zoomed black and white,{}
vbse057,vibro2,1668178716000,1959.0,67157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{}
vbse057,visione4,1668178719133,1626.0,70290.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed recording of some written content ideogram,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter4,1668178721244,7547.0,72401.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content. star in circle,{}
vbse057,visione1,1668178721517,324.0,72674.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely round zoomed recording of some chinese written content in black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter4,1668178722184,7547.0,73341.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content. star in circle,{}
vbse057,cvhunter1,1668178722361,inf,73518.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 13956:1119_9878:13876_13211:2902_11340:3027_13956:1112_9878:15097_5688:6496_15039:1918_11225:1290_2187:2810_| group:1|3321:5125_5688:6489_3321:5117_,{}
vbse057,visione3,1668178722587,25.0,73744.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,a very zoomed black written on white paper+ a line and an arrow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro3,1668178723000,7892.0,74157.0,Temporal,CVhunter Temporal Query,TEMPORAL,frame > text,frame 1453.jpg in video 00565 at 00:12:06:00 (Frame #21758)  >  ,{}
vbse057,vibro2,1668178725000,975.0,76157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:03:47:00 (Frame #6818),{}
vbse057,cvhunter1,1668178727847,5837.0,79004.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of some written content. Circular camera,{}
vbse057,cvhunter3,1668178728034,inf,79191.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 3321:5117_9336:1726_6351:4762_15547:14798_6608:32894_5723:1134_13129:8038_16697:3986_337:27962_13956:5675_| group:1|10696:4600_,{}
vbse057,cvhunter1,1668178728518,5837.0,79675.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of some written content. Circular camera,{}
vbse057,vibro2,1668178729000,1325.0,80157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:03:47:00 (Frame #6818),{}
vbse057,visione4,1668178731481,1643.0,82638.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed recording of some written content ideogram black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione1,1668178735356,311.0,86513.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely round zoomed recording of some chinese written content in black and white+ round zoomed of some chinese written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter2,1668178736559,2202.0,87716.0,Image,category == IMAGE,IMAGE,JointEmbedding,15039:1918 : rows=True,{}
vbse057,cvhunter1,1668178737823,4376.0,88980.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of writing. Circular camera,{}
vbse057,cvhunter1,1668178738479,4376.0,89636.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of writing. Circular camera,{}
vbse057,cvhunter2,1668178741325,6108.0,92482.0,Image,category == IMAGE,IMAGE,JointEmbedding,15039:1858 : rows=True,{}
vbse057,vibro2,1668178742000,180.0,93157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:03:47:00 (Frame #6818),{}
vbse057,cvhunter1,1668178743569,2166.0,94726.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of written letters. Circular camera,{}
vbse057,cvhunter1,1668178744363,2166.0,95520.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of written letters. Circular camera,{}
vbse057,cvhunter3,1668178746209,inf,97366.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 10696:4600_9973:19044_3025:360_1222:1286_9838:4590_301:4728_13419:1409_12590:5031_6351:4625_5171:10800_| group:1|3321:5102_12590:4875_,{}
vbse057,visione1,1668178748046,inf,99203.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely round zoomed recording of some written content in black and white+ round zoomed of some chinese written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter1,1668178748801,550.0,99958.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of ink written letters. Circular camera,{}
vbse057,cvhunter1,1668178749501,550.0,100658.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of ink written letters. Circular camera,{}
vbse057,cvhunter2,1668178755131,inf,106288.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 13845:41801_14885:5131_13071:4612_7876:8362_13515:15517_11546:21601_7876:1648_5582:3512_10496:30532_6351:2444_| group:1|15039:1918_3321:5117_,{}
vbse057,cvhunter4,1668178755858,4217.0,107015.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 10538:2601_4550:1091_12592:10160_16382:11558_8760:18566_9336:1726_4629:19061_13419:1409_4096:7121_5582:3512_| group:1|15672:5456_,{}
vbse057,cvhunter1,1668178756458,124.0,107615.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of ink written letters. Circular camera with black borders,{}
vbse057,cvhunter1,1668178757123,124.0,108280.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of ink written letters. Circular camera with black borders,{}
vbse057,visione4,1668178757555,inf,108712.0,Text,type == jointEmbedding,TEXT,jointEmbedding,some written content ideogram black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro2,1668178764000,151.0,115157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 08973 at 00:03:47:00 (Frame #6818),{}
vbse057,cvhunter2,1668178767577,inf,118734.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 15039:1918_306:6661_2753:5531_16107:39530_1116:1918_15417:14888_2187:1798_16107:45974_705:4968_1257:6_| group:1|15039:12138_3321:5102_16107:53069_,{}
vbse057,visione1,1668178767996,112.0,119153.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely round zoomed recording of some written content in black and white+ round zoomed of a black line,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione1,1668178769885,112.0,121042.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely round zoomed recording of some written content in black and white+ round zoomed of a black line,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro2,1668178770000,79.0,121157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 04731 at 00:00:05:00 (Frame #125),{}
vbse057,cvhunter2,1668178771495,inf,122652.0,Image,category == IMAGE,IMAGE,JointEmbedding,16107:53069 : rows=True,{}
vbse057,vibro2,1668178773000,60.0,124157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 04731 at 00:00:05:00 (Frame #125),{}
vbse057,cvhunter1,1668178774553,3704.0,125710.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 8407:3112_14547:64113_712:19950_14056:4175_15446:8729_8407:1672_14103:7200_14547:32135_8407:2370_8407:4402_| group:1|12590:4875_12686:15982_3321:5125_8893:6215_13071:4575_,{}
vbse057,vibro2,1668178778000,inf,129157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 04731 at 00:00:05:00 (Frame #125),{}
vbse057,vibro2,1668178780000,1630.0,131157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 04731 at 00:00:05:00 (Frame #125),{}
vbse057,visione4,1668178781095,372.0,132252.0,Text,type == jointEmbedding,TEXT,jointEmbedding,ideogram black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione1,1668178787603,inf,138760.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white+ round zoomed of a black line,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro2,1668178789000,928.0,140157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 09286 at 00:01:13:00 (Frame #1837),{}
vbse057,visione2,1668178790981,4636.0,142138.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178790981,4636.0,142138.0,Text,type == jointEmbedding,TEXT,jointEmbedding,written text through a telescope,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro2,1668178794000,inf,145157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 09286 at 00:01:13:00 (Frame #1837),{}
vbse057,vibro2,1668178797000,5598.0,148157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 09286 at 00:01:13:00 (Frame #1837),{}
vbse057,visione1,1668178797624,inf,148781.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white+ circle zoomed of a black line,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione4,1668178797882,295.0,149039.0,Text,type == jointEmbedding,TEXT,jointEmbedding,chinese written black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter2,1668178799959,inf,151116.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some black chinese,{}
vbse057,cvhunter2,1668178800850,inf,152007.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some black chinese,{}
vbse057,cvhunter2,1668178807231,inf,158388.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some black chinese words,{}
vbse057,cvhunter2,1668178807938,inf,159095.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some black chinese words,{}
vbse057,cvhunter3,1668178811025,inf,162182.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: circular view of zoomed signs with black border,{}
vbse057,cvhunter2,1668178811280,3258.0,162437.0,Image,category == IMAGE,IMAGE,JointEmbedding,11794:16169 : rows=True,{}
vbse057,cvhunter1,1668178811941,334.0,163098.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of ink written letters. Circular camera with black borders. k pi,{}
vbse057,cvhunter3,1668178812049,inf,163206.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: circular view of zoomed signs with black border,{}
vbse057,cvhunter1,1668178812608,334.0,163765.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of ink written letters. Circular camera with black borders. k pi,{}
vbse057,visione2,1668178815127,1528.0,166284.0,Text,type == jointEmbedding,TEXT,jointEmbedding,written lines on paper through a telescope,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178815127,1528.0,166284.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione1,1668178815578,inf,166735.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white+ circle zoomed of a black written text,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter2,1668178817611,610.0,168768.0,Image,category == IMAGE,IMAGE,JointEmbedding,15985:1896 : rows=True,{}
vbse057,visione4,1668178819879,2442.0,171036.0,Text,type == jointEmbedding,TEXT,jointEmbedding,black lines on a rought paper,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter3,1668178822410,inf,173567.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: circular view of zoomed textwith black border,{}
vbse057,cvhunter1,1668178822974,29.0,174131.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of ink written letters. Circle with black borders. k pi,{}
vbse057,cvhunter3,1668178823510,inf,174667.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: circular view of zoomed textwith black border,{}
vbse057,cvhunter1,1668178823693,29.0,174850.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of ink written letters. Circle with black borders. k pi,{}
vbse057,cvhunter2,1668178826268,inf,177425.0,Image,category == IMAGE,IMAGE,JointEmbedding,4563:3094 : rows=True,{}
vbse057,cvhunter3,1668178829063,inf,180220.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: circular view of zoomed text with black border,{}
vbse057,cvhunter4,1668178829705,599.0,180862.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 15672:5456_5441:2452_5017:275_17110:6_12874:1106_15039:1918_16929:773_7876:787_11185:11412_13282:11610_| group:1|9143:8637_8252:7110_4611:5219_12686:15982_,{}
vbse057,visione2,1668178830724,inf,181881.0,Image,category == Image,Image,globalFeatures,00179/00179_6.jpg,"{""subtype"":""sematic similarity (tern)"",""queryparameter"":""simReorder=false""}"
vbse057,visione4,1668178836169,5114.0,187326.0,Text,type == jointEmbedding,TEXT,jointEmbedding,black lines on a white paper,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione1,1668178837357,inf,188514.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white+ zoomed of a black written text on white background,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178839078,inf,190235.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178839078,inf,190235.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed recording of some written content.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter3,1668178842034,inf,193191.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content.,{}
vbse057,visione1,1668178843859,inf,195016.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white+ zoomed of a black written text on white paper,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter1,1668178846695,19.0,197852.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of black written letters. Circle with black borders. k pi,{}
vbse057,vibro2,1668178847000,11.0,198157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 09143 at 00:06:01:00 (Frame #8667),{}
vbse057,cvhunter1,1668178847429,19.0,198586.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up recording of black written letters. Circle with black borders. k pi,{}
vbse057,cvhunter2,1668178850840,inf,201997.0,Image,category == IMAGE,IMAGE,JointEmbedding,14103:3724 : rows=True,{}
vbse057,visione4,1668178854782,4248.0,205939.0,Text,type == jointEmbedding,TEXT,jointEmbedding,zoomed black lines on a white paper,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione1,1668178854847,inf,206004.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white+ zoomed of a black written on white paper,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178855348,inf,206505.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed of some written content.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178855348,inf,206505.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter4,1668178856499,inf,207656.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 9143:8637_9143:8691_16107:45974_16121:29371_15034:7700_4852:17658_9143:8050_10718:3834_9143:384_5779:138_| group:1|16107:45877_,{}
vbse057,cvhunter2,1668178861979,inf,213136.0,Image,category == IMAGE,IMAGE,JointEmbedding,7252:7920 : rows=True,{}
vbse057,visione1,1668178862365,inf,213522.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Extremely zoomed recording of some written content+ zoomed of a black written on white paper,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,vibro2,1668178864000,1.0,215157.0,Image,category == IMAGE,IMAGE,globalFeatures, video 11836 at 00:03:11:00 (Frame #5739),{}
vbse057,cvhunter2,1668178868796,inf,219953.0,Image,category == IMAGE,IMAGE,JointEmbedding,4563:3175 : rows=True,{}
vbse057,visione2,1668178870921,3895.0,222078.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178870921,3895.0,222078.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed written content with lines and characters through telescope,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter3,1668178872310,inf,223467.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 13515:15517_16107:29535_14885:5131_4852:71491_6079:4501_7876:2817_16851:26122_7563:1900_10348:6653_8531:9568_| group:1|3321:5125_3321:5117_6351:4625_,{}
vbse057,visione1,1668178872872,32.0,224029.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,a zoomed line+ zoomed of a black written on white paper,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter4,1668178876763,inf,227920.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 16107:45877_16107:29685_16107:45742_306:10167_306:6668_16107:39411_15039:1791_306:54530_15039:2368_2948:21500_| group:1|16107:39433_,{}
vbse057,visione4,1668178891767,4973.0,242924.0,Text,type == jointEmbedding,TEXT,jointEmbedding,zoomed written on a white paper,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter4,1668178902329,inf,253486.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 16107:45877_8252:7110_15039:1394_4443:17023_16107:29476_306:46543_15039:1761_7081:21841_13315:7176_8252:1648_| group:1|6964:17952_,{}
vbse057,visione4,1668178904040,inf,255197.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,zoomed written on a white paper+ a narrow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter4,1668178909227,2356.0,260384.0,Image,category == IMAGE,IMAGE,JointEmbedding,8252:7110 : rows=True,{}
vbse057,cvhunter2,1668178913213,1922.0,264370.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 11794:16154_6583:3154_10136:1862_11848:6519_15985:7552_6583:2240_11794:16296_7916:42040_4703:25587_10930:1281_| group:1|15985:6414_4563:4144_,{}
vbse057,cvhunter3,1668178917560,inf,268717.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 6351:4625_6351:1325_6351:2650_3078:8864_7526:40340_9488:1206_7271:1756_10407:32762_10348:6653_12170:3042_| group:1|3321:5125_3321:5117_5688:6489_3321:5140_3321:5102_,{}
vbse057,visione2,1668178921924,inf,273081.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Extremely zoomed recording of some written content on paper,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178921924,inf,273081.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione4,1668178924514,43.0,275671.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,zoomed written on a white paper+ an arrow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,visione2,1668178932229,3029.0,283386.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,graykeyframe+ Extremely zoomed recording of some written content on paper+ a line on paper zoomed,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse057,cvhunter4,1668178944764,inf,295921.0,Image,category == IMAGE,IMAGE,JointEmbedding,8793:33574 : rows=True,{}
