task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals,teamFamily
vbse025,visione1,1,1668165214007,258796.0,,11.0,11.0,11.0,1761.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165214007,258796.0,,11.0,11.0,11.0,1761.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars and people,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165214007,258796.0,,11.0,11.0,11.0,1761.0,TEXT, LocalizedObjectAndColors,0bcar 0ccar 1bcar 1ccar 2bcar 2ccar 1ecar 1fcar 2ecar 2fcar 3ecar 3fcar 4ecar 4fcar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165214007,258796.0,,11.0,11.0,11.0,1761.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165224015,268804.0,,29.0,29.0,29.0,3361.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165224015,268804.0,,29.0,29.0,29.0,3361.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars and people,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165224015,268804.0,,29.0,29.0,29.0,3361.0,TEXT, LocalizedObjectAndColors,0bcar 0ccar 1bcar 1ccar 2bcar 2ccar 1ecar 1fcar 2ecar 2fcar 3ecar 3fcar 4ecar 4fcar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165224015,268804.0,,29.0,29.0,29.0,3361.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over teh trees,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165252193,296982.0,,39.0,287.0,287.0,10000.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165252193,296982.0,,39.0,287.0,287.0,10000.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars and people,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165252193,296982.0,,39.0,287.0,287.0,10000.0,TEXT, LocalizedObjectAndColors,0bcar 0ccar 1bcar 1ccar 2bcar 2ccar 1ecar 1fcar 2ecar 2fcar 3ecar 3fcar 4ecar 4fcar,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165254908,299697.0,,82.0,82.0,82.0,3362.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165254908,299697.0,,82.0,82.0,82.0,3362.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars and people,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165254908,299697.0,,82.0,82.0,82.0,3362.0,TEXT, LocalizedObjectAndColors,0bcar 0ccar 1bcar 1ccar 2bcar 2ccar 1ecar 1fcar 2ecar 2fcar 3ecar 3fcar 4ecar 4fcar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165254908,299697.0,,82.0,82.0,82.0,3362.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over teh trees,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165372157,7901.0,,236.0,447.0,447.0,10000.0,TEXT,jointEmbedding,A man ski touring an pulling a red sledge.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165434266,70010.0,,inf,inf,inf,1000.0,Image,globalFeatures,04739/04739_41.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=false""}",visione
vbse026,visione1,1,1668165447669,83413.0,,189.0,580.0,580.0,10000.0,TEXT,jointEmbedding,"A man ski touring an pulling a red sledge, blu sky","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165455975,91719.0,,47.0,191.0,48.0,1695.0,TEXT,jointEmbedding,"A man ski touring an pulling a red sledge, blu sky","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165455975,91719.0,,47.0,191.0,48.0,1695.0,TEXT,jointEmbedding,sunset on the snow,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165486104,121848.0,,164.0,387.0,386.0,1000.0,Image,globalFeatures,10099/10099_331.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=false""}",visione
vbse026,visione1,1,1668165503406,139150.0,,47.0,191.0,48.0,1695.0,TEXT,jointEmbedding,"A man ski touring an pulling a red sledge, blu sky","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165503406,139150.0,,47.0,191.0,48.0,1695.0,TEXT,jointEmbedding,sunset on the snow,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165512302,148046.0,,45.0,inf,46.0,1633.0,TEXT,jointEmbedding,"A man ski touring an pulling a red sledge, blu sky on teh background","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165512302,148046.0,,45.0,inf,46.0,1633.0,TEXT,jointEmbedding,sunset on the snow,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165529680,165424.0,,56.0,211.0,57.0,1535.0,TEXT,jointEmbedding,"A man ski touring an pulling a red sledge, blu sky on teh background, tou can see the the shadow of man","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165529680,165424.0,,56.0,211.0,57.0,1535.0,TEXT,jointEmbedding,sunset on the snow,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165546706,182450.0,,74.0,253.0,253.0,3493.0,TEXT,jointEmbedding,"A man ski touring an pulling a red sledge, blu sky on teh background, tou can see the the shadow of man","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165546706,182450.0,,74.0,253.0,253.0,3493.0,TEXT,jointEmbedding,A man ski touring an pulling a red sledge,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165571348,207092.0,,125.0,126.0,125.0,1000.0,Image,globalFeatures,04739/04739_31.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=false""}",visione
vbse026,visione1,1,1668165601298,237042.0,,120.0,120.0,120.0,3838.0,TEXT,jointEmbedding,A man ski touring an pulling a red sledge you can see the the shadow of man,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165601298,237042.0,,120.0,120.0,120.0,3838.0,TEXT,jointEmbedding,A man ski touring an pulling a red sledge,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165623201,258945.0,,124.0,124.0,124.0,3761.0,TEXT,jointEmbedding,a person ski touring an pulling a red sledge you can see the the shadow of man,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165623201,258945.0,,124.0,124.0,124.0,3761.0,TEXT,jointEmbedding,A man ski touring an pulling a red sledge,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165630080,265824.0,,63.0,63.0,63.0,3127.0,TEXT,jointEmbedding,a person pulling a red sledge you can see the the shadow of man,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165630080,265824.0,,63.0,63.0,63.0,3127.0,TEXT,jointEmbedding,A man ski touring an pulling a red sledge,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165642815,278559.0,,47.0,47.0,47.0,3651.0,TEXT,jointEmbedding,a person pulling a red sledge you can see the the shadow of man on the snow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165642815,278559.0,,47.0,47.0,47.0,3651.0,TEXT,jointEmbedding,A man ski touring an pulling a red sledge,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse026,visione1,1,1668165644876,280620.0,,124.0,124.0,124.0,10000.0,TEXT,jointEmbedding,a person pulling a red sledge you can see the the shadow of man on the snow,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse028,visione1,1,1668165752740,8006.0,77275.0,138.0,751.0,751.0,10000.0,TEXT,jointEmbedding,View from a car driving cross country and through a dirty side window.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse029,visione1,1,1668166057795,9310.0,33558.0,5.0,5.0,5.0,10000.0,TEXT,jointEmbedding,Bride getting dressed by three women in front of a mirror.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse030,visione1,1,1668166385782,8739.0,15948.0,4.0,42.0,42.0,10000.0,TEXT,jointEmbedding,View of two bridges in Venice from the water.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170074121,8798.0,101501.0,1304.0,4705.0,4705.0,10000.0,TEXT,jointEmbedding,"Close-ups of drum and guitar playing, and shots of people standing by the bushes.","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170121842,56519.0,101501.0,77.0,77.0,77.0,122.0,TEXT,jointEmbedding,"Close-ups of drum and guitar playing, and shots of people standing by the bushes.","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170121842,56519.0,101501.0,77.0,77.0,77.0,122.0,TEXT,jointEmbedding,an african man,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170128877,63554.0,101501.0,11.0,23.0,23.0,135.0,TEXT,jointEmbedding,"Close-ups of drum and guitar playing, and shots of people standing by the bushes.","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170128877,63554.0,101501.0,11.0,23.0,23.0,135.0,TEXT,jointEmbedding,the face of an african man,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170139679,74356.0,101501.0,3.0,15.0,13.0,66.0,TEXT,jointEmbedding,Close-ups of drum and guitar playing,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170139679,74356.0,101501.0,3.0,15.0,13.0,66.0,TEXT,jointEmbedding,the face of an african man,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170147368,82045.0,101501.0,1.0,25.0,13.0,44.0,TEXT,jointEmbedding,Close-ups of drum and guitar playing,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse031,visione1,1,1668170147368,82045.0,101501.0,1.0,25.0,13.0,44.0,TEXT,jointEmbedding,the face of an african man standing by teh bushes,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse032,visione1,1,1668170420281,8759.0,112165.0,16.0,530.0,529.0,10000.0,TEXT,jointEmbedding,A person interacting with a sound-effects keyboard.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668170953236,7990.0,,949.0,949.0,949.0,10000.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668170999706,54460.0,,947.0,947.0,947.0,10000.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171009253,64007.0,,inf,inf,inf,81.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171009253,64007.0,,inf,inf,inf,81.0,TEXT,jointEmbedding,a yellow light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171056823,111577.0,,733.0,733.0,733.0,2856.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171056823,111577.0,,733.0,733.0,733.0,2856.0,TEXT,jointEmbedding,a sculpure in a rock,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171062118,116872.0,,329.0,329.0,329.0,3387.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171062118,116872.0,,329.0,329.0,329.0,3387.0,TEXT,jointEmbedding,a ancient sculpure in a rock,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171065563,120317.0,,427.0,427.0,427.0,3167.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171065563,120317.0,,427.0,427.0,427.0,3167.0,TEXT,jointEmbedding,close up a ancient sculpure in a rock,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171075432,130186.0,,inf,inf,inf,2862.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171075432,130186.0,,inf,inf,inf,2862.0,TEXT,jointEmbedding,close up a rock,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171083976,138730.0,,1119.0,1119.0,1119.0,3414.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171083976,138730.0,,1119.0,1119.0,1119.0,3414.0,TEXT,jointEmbedding,close up a ochre rock,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171109239,163993.0,,inf,inf,inf,124.0,TEXT,jointEmbedding,Close ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171109239,163993.0,,inf,inf,inf,124.0,TEXT,jointEmbedding,a light orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171122574,177328.0,,inf,inf,inf,192.0,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171122574,177328.0,,inf,inf,inf,192.0,TEXT,jointEmbedding,a light orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171129674,184428.0,,1024.0,1024.0,1024.0,10000.0,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171139686,194440.0,,549.0,1470.0,1470.0,2507.0,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171139686,194440.0,,549.0,1470.0,1470.0,2507.0,TEXT,LocalizedObjectAndColors,orange,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171139686,194440.0,,549.0,1470.0,1470.0,2507.0,TEXT, LocalizedObjectAndColors,1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171141856,196610.0,,inf,inf,inf,1874.0,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171141856,196610.0,,inf,inf,inf,1874.0,TEXT,LocalizedObjectAndColors,orange yellow,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171141856,196610.0,,inf,inf,inf,1874.0,TEXT, LocalizedObjectAndColors,1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange 0cyellow 0dyellow 0eyellow 1cyellow 1dyellow 1eyellow 2cyellow 2dyellow 2eyellow 3cyellow 3dyellow 3eyellow,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171165809,220563.0,,439.0,671.0,671.0,3775.0,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171165809,220563.0,,439.0,671.0,671.0,3775.0,TEXT,LocalizedObjectAndColors,orange yellow,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171165809,220563.0,,439.0,671.0,671.0,3775.0,TEXT,jointEmbedding,yellow orange farme,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171165809,220563.0,,439.0,671.0,671.0,3775.0,TEXT, LocalizedObjectAndColors,1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange 0cyellow 0dyellow 0eyellow 1cyellow 1dyellow 1eyellow 2cyellow 2dyellow 2eyellow 3cyellow 3dyellow 3eyellow,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171171010,225764.0,,902.0,1700.0,1700.0,3914.0,TEXT,jointEmbedding,Close ups of orange ochre rocks,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171171010,225764.0,,902.0,1700.0,1700.0,3914.0,TEXT,LocalizedObjectAndColors,orange yellow,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171171010,225764.0,,902.0,1700.0,1700.0,3914.0,TEXT,jointEmbedding,yellow orange farme,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171171010,225764.0,,902.0,1700.0,1700.0,3914.0,TEXT, LocalizedObjectAndColors,1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange 0cyellow 0dyellow 0eyellow 1cyellow 1dyellow 1eyellow 2cyellow 2dyellow 2eyellow 3cyellow 3dyellow 3eyellow,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171191014,245768.0,,inf,inf,inf,304.0,TEXT,jointEmbedding,Close ups of orange ochre rocks,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171191014,245768.0,,inf,inf,inf,304.0,TEXT,jointEmbedding,yellow orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171196659,251413.0,,435.0,435.0,435.0,3993.0,TEXT,jointEmbedding,Close ups of orange ochre rocks,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171196659,251413.0,,435.0,435.0,435.0,3993.0,TEXT,LocalizedObjectAndColors,orange yellow,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171196659,251413.0,,435.0,435.0,435.0,3993.0,TEXT,jointEmbedding,yellow orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171196659,251413.0,,435.0,435.0,435.0,3993.0,TEXT, LocalizedObjectAndColors,1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange 0cyellow 0dyellow 0eyellow 1cyellow 1dyellow 1eyellow 2cyellow 2dyellow 2eyellow 3cyellow 3dyellow 3eyellow,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171200761,255515.0,,727.0,727.0,727.0,4003.0,TEXT,jointEmbedding,Close ups of orange ochre rocks,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171200761,255515.0,,727.0,727.0,727.0,4003.0,TEXT,LocalizedObjectAndColors,orange,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171200761,255515.0,,727.0,727.0,727.0,4003.0,TEXT,jointEmbedding,yellow orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171200761,255515.0,,727.0,727.0,727.0,4003.0,TEXT, LocalizedObjectAndColors,1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171206816,261570.0,,inf,inf,inf,104.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171206816,261570.0,,inf,inf,inf,104.0,TEXT,jointEmbedding,yellow orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171220862,275616.0,,inf,inf,inf,58.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171220862,275616.0,,inf,inf,inf,58.0,TEXT,jointEmbedding,yellow orange flash light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171241775,296529.0,,inf,inf,inf,50.0,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse033,visione1,1,1668171241775,296529.0,,inf,inf,inf,50.0,TEXT,jointEmbedding,orange flash light,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse034,visione1,1,1668171299512,7299.0,22718.0,29.0,45.0,29.0,10000.0,TEXT,jointEmbedding,A black-and-white video showing a diver moving upwards.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse035,visione1,1,1668171420367,7278.0,118966.0,61.0,61.0,61.0,10000.0,TEXT,jointEmbedding,"A moving ferris wheel, recorded from the front and below.","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse035,visione1,1,1668171472862,59773.0,118966.0,inf,inf,inf,391.0,TEXT,jointEmbedding,"A moving ferris wheel, recorded from the front and below.","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse035,visione1,1,1668171472862,59773.0,118966.0,inf,inf,inf,391.0,TEXT,jointEmbedding,yellow cabin,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse035,visione1,1,1668171496081,82992.0,118966.0,22.0,22.0,22.0,3201.0,TEXT,jointEmbedding,"A moving ferris wheel, recorded from the front and below.","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse035,visione1,1,1668171496081,82992.0,118966.0,22.0,22.0,22.0,3201.0,TEXT,jointEmbedding,ferris wheel with yellow cabin,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse035,visione1,1,1668171511024,97935.0,118966.0,30.0,30.0,30.0,3303.0,TEXT,jointEmbedding,"A moving ferris wheel, recorded from the front and below","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse035,visione1,1,1668171511024,97935.0,118966.0,30.0,30.0,30.0,3303.0,TEXT,jointEmbedding,ferris wheel with yellow cabin,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
